route,methods,section_id,risk_family,governance_decision,required_guard_chain,runtime_policy,implementation_wave,rationale,source_sha256
src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts,POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,b068a359c69dfbcab2212c54fb9904785a5332bed5fe50bd2c22e3926cb5b4b9
src/app/api/institution/wecom-official-dry-run-config/route.ts,GET|POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,12fef6edd9400e38d170785a9b2616533544b69aa04d03ada8a11effc493be88
src/app/api/institution/wecom-official-dry-run-snapshot/route.ts,GET|POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,1a36942efe29dacd38e4535907d03850f99452f2f4119bb927be3e2e0039fe64
src/app/api/institution/wecom-official-dry-run/evaluate/route.ts,POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,74c203335f12617b57ae5785bbe9e627c0566caa1cc477a6345822691a4ce628
src/app/api/institution/wecom-official-internal-message-proof/route.ts,GET|POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,6df6f2fbae7c1df95ebbced4bfb03edf9b718972560c05c3ce698b9110ef01b7
src/app/api/institution/wecom-official-secret-precheck/route.ts,GET|POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,e61a08399ed17f729afed465f4940eb28c755f1dfb6f738d190620f4b413bc6e
src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts,POST,conversations,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,9f1eacf59f4fa99ac13595c01bff3d27f4fd17185a84cc27a8dca09a53d0371e
src/app/api/institution/customers/[customerId]/followup-feedback/route.ts,POST,customers,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,c03e29881a2e00a36a2e581c06ccc29b10c575faf97ede2612516e5c4eb12744
src/app/api/institution/customers/[customerId]/treatment-summaries/route.ts,POST,customers,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,0c1accfaa65ad6afc0ed68fa77e45b044585423cfce3d971551b407e49ff9439
src/app/api/institution/customers/[customerId]/wecom-reachout-safety/route.ts,GET|POST,customers,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,d7ef6ab693a353e0882e850838b01b81f1894501c23dad690039ef2b7ca50bcb
src/app/api/institution/customers/import/route.ts,POST|PUT,customers,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,0510d1bf24502e10724ccba51e65866704e2231cd505e1996a50e4bb9b3edd2c
src/app/api/institution/customers/route.ts,GET|POST|PATCH,customers,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,0dee9f516a82ee1e055b22f0e2676517e6d068ef93f4b050a3eff857bce50baa
src/app/api/institution/knowledge-management/ai-call/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,573b4d1d732bd8685bc8eadade15150ecb5708d1860468bc2202e18a3bd86661
src/app/api/institution/knowledge-management/answer/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,6b59ea4864e081ce876f87b08e3840bf7bbfbe2fed6b9efe3d3f855cc5e57264
src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,4af852e82556609bca2662c91e06114880d8fa94bc720016df528932f84d55b7
src/app/api/institution/knowledge-management/indexing-jobs/route.ts,GET|POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,d5e5e1a8b9250dd5ee595cfc2cc74f71c0547810e9076d0727813fce30be53ff
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,751cd8e672e5588e5c64974d8c46e8b2d234066e1048902d1d7a0fc970ce6c9f
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,GET|POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,61a8c6ccc7d3d7ecefd1d0bb40103c703af369c219cc203c075641b036c5ab6f
src/app/api/institution/knowledge-management/items/route.ts,GET|POST|PATCH,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,7c1848c74154a2bae466df9fafa9ad2bb6f372bd9c693f9815675ebac9c81483
src/app/api/institution/knowledge-management/qa/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,8e9f5ed9fbeff4f77bf62cc3c59b56be776a6671c4201885c79f83f917039ea0
src/app/api/institution/knowledge-management/upload/route.ts,POST,knowledge,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,3e854cdaa3b9fdd268b8fa00a3cd0a227922121d5465e3ef01ac3c90aaf965db
src/app/api/institution/appointments/route.ts,GET|POST|PATCH,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,1053b1e07f3ac186261e96473ad6d74ff0b34f03af3f8075dfe4729cdec77fff
src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,ca1ec644cededff9d3a414dced9b4965c82f363722e28f2c6ebb43632461952a
src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,e173d10604d69cf92f3ff12a59ede6e0fb354fbae879d0fafe2277c2bff7bcd4
src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,fd471bb4d88c885d9deff980a58cde3e8f9924dc4af321b25696562f1c6a8f61
src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,POST|PATCH,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,8f3a15bde545412091ef76a9bec6325b872180efd7f2a5d1087af03665d4164e
src/app/api/institution/his-connections/[connectionId]/pause/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440
src/app/api/institution/his-connections/[connectionId]/resume/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440
src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440
src/app/api/institution/his-connections/[connectionId]/route.ts,GET|PATCH|DELETE,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,243635f7b469c61442919a1fc323c8f32e738726fe8b94ce98c85333c1eef672
src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,0618df47b25042859a4786b6d44d503bc68467e408997da515330347fcd15ac9
src/app/api/institution/his-connections/route.ts,GET|POST,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,2151d42dadb6dab9b292996a4a43f833a67e48d2cee6bad662e6f45a0332af52
src/app/api/institution/safety-switch/route.ts,GET|PATCH,system,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,scope+section+action_or_object+mutation_security,keep_current_fail_closed_behavior_no_broad_wrapper,W6_MUTATION,mutation routes require route-specific authorization and input security,91a73b4f339e045afdff309b9939a0edd30dd43dc2586327b64924991891af79
