family_key,domains,route_count,versioned_route_count,unversioned_route_count,pair_status,http_methods,dynamic_route_count,primary_candidate_count,auxiliary_candidate_count,current_risks,page_or_component_reference_count,runtime_code_reference_count,test_reference_file_count,script_reference_file_count,documentation_reference_file_count,caller_evidence_types,compatibility_strategy,compatibility_reason,compatibility_window,retirement_gate,rollback_requirement,minimum_observability,migration_now,phase19_eligible,pilot_rank,pilot_selection_tier,route_paths
/api/institution/customers/[customerId]/followup-timeline,institution,1,0,1,unversioned_only,GET,1,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/customers/[customerId]/followup-timeline/route.ts
/api/institution/customers/[customerId]/timeline,institution,1,0,1,unversioned_only,GET,1,1,0,high,0,1,4,0,8,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/customers/[customerId]/timeline/route.ts
/api/institution/customers/[customerId]/treatment-summaries,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,1,6,0,5,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/customers/[customerId]/treatment-summaries/route.ts
/api/institution/customers/[customerId]/wecom-reachout-safety,institution,1,0,1,unversioned_only,GET；POST,1,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/customers/[customerId]/wecom-reachout-safety/route.ts
/api/institution/customers/import,institution,1,0,1,unversioned_only,POST；PUT,0,1,0,high,0,1,2,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/customers/import/route.ts
/api/institution/dashboard-stats,institution,1,0,1,unversioned_only,GET,0,1,0,high,0,0,1,0,1,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,yes,2,A_unversioned_tested_no_runtime_consumer,src/app/api/institution/dashboard-stats/route.ts
/api/institution/entitlement-usage,institution,1,0,1,unversioned_only,GET,0,1,0,high,2,0,3,0,7,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/entitlement-usage/route.ts
/api/institution/follow-up-path-analysis,institution,1,0,1,unversioned_only,GET,0,1,0,high,1,0,4,0,4,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/follow-up-path-analysis/route.ts
/api/institution/followup-message-drafts,institution,1,0,1,unversioned_only,GET；POST,0,1,0,high,0,1,6,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/route.ts
/api/institution/followup-message-drafts/[draftId],institution,1,0,1,unversioned_only,PATCH,1,1,0,high,0,1,5,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/route.ts
/api/institution/followup-message-drafts/[draftId]/approve,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,1,2,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/approve/route.ts
/api/institution/followup-message-drafts/[draftId]/mark-sent,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,1,2,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/mark-sent/route.ts
/api/institution/followup-message-drafts/[draftId]/reject,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/reject/route.ts
/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout,institution,1,0,1,unversioned_only,GET；POST,1,1,0,high,0,1,3,0,0,external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout/route.ts
/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,institution,1,0,1,unversioned_only,GET；POST,1,1,0,high,0,0,1,0,0,external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts
/api/institution/followup-message-templates,institution,1,0,1,unversioned_only,GET,0,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-message-templates/route.ts
/api/institution/followup-operations/dashboard,institution,1,0,1,unversioned_only,GET,0,1,0,high,0,1,3,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-operations/dashboard/route.ts
/api/institution/followup-paths/enrollments,institution,1,0,1,unversioned_only,GET；POST,0,1,0,high,0,1,4,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-paths/enrollments/route.ts
/api/institution/followup-paths/enrollments/[enrollmentId],institution,1,0,1,unversioned_only,GET,1,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-paths/enrollments/[enrollmentId]/route.ts
/api/institution/followup-paths/enrollments/[enrollmentId]/cancel,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,1,1,0,1,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts
/api/institution/followup-paths/templates,institution,1,0,1,unversioned_only,GET,0,1,0,high,0,0,1,0,1,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,yes,3,A_unversioned_tested_no_runtime_consumer,src/app/api/institution/followup-paths/templates/route.ts
/api/institution/followups,institution,1,0,1,unversioned_only,GET；PATCH；POST,0,1,0,high,1,1,9,0,13,documentation；external_unknown_possible；page_or_component；runtime_code；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/followups/route.ts
/api/institution/his-connections,institution,1,0,1,unversioned_only,GET；POST,0,1,0,high,5,0,6,0,13,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/route.ts
/api/institution/his-connections/[connectionId],institution,1,0,1,unversioned_only,DELETE；GET；PATCH,1,1,0,high,5,0,5,0,15,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/route.ts
/api/institution/his-connections/[connectionId]/credentials,institution,1,0,1,unversioned_only,PATCH；POST,1,1,0,high,3,0,1,0,1,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/credentials/route.ts
/api/institution/his-connections/[connectionId]/credentials/clear,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,1,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts
/api/institution/his-connections/[connectionId]/credentials/revoke,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,1,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts
/api/institution/his-connections/[connectionId]/credentials/rotate,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,1,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts
/api/institution/his-connections/[connectionId]/pause,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,7,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/pause/route.ts
/api/institution/his-connections/[connectionId]/resume,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,7,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/resume/route.ts
/api/institution/his-connections/[connectionId]/revoke,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,7,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/revoke/route.ts
/api/institution/his-connections/[connectionId]/test-connection,institution,1,0,1,unversioned_only,POST,1,1,0,high,0,0,1,0,7,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts
/api/institution/knowledge-management/ai-call,institution,1,0,1,unversioned_only,POST,0,1,0,high,1,0,4,0,1,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,,src/app/api/institution/knowledge-management/ai-call/route.ts
