path,route_url,version_class,api_version,domain,family_key,matrix_presence,current_category,current_recommended_action,current_recommended_target,current_risk,current_phase,current_manual_review_required,current_status,proposed_action,proposal_reason,move_now,migration_ready,review_decision,matrix_change_ready,approved_field_changes,preserved_fields,review_rationale
src/app/api/v1/open-platform/ai-model-config/test/route.ts,/api/v1/open-platform/ai-model-config/test,versioned,v1,open-platform,/api/open-platform/ai-model-config/test,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-model-config/test/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/ai-readonly/route.ts,/api/v1/open-platform/ai-readonly,versioned,v1,open-platform,/api/open-platform/ai-readonly,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-readonly/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/ai-runtime/provider-config/route.ts,/api/v1/open-platform/ai-runtime/provider-config,versioned,v1,open-platform,/api/open-platform/ai-runtime/provider-config,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-runtime/provider-config/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/ai-runtime/smoke/route.ts,/api/v1/open-platform/ai-runtime/smoke,versioned,v1,open-platform,/api/open-platform/ai-runtime/smoke,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-runtime/smoke/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/ai-runtime/status/route.ts,/api/v1/open-platform/ai-runtime/status,versioned,v1,open-platform,/api/open-platform/ai-runtime/status,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-runtime/status/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/ai-usage/route.ts,/api/v1/open-platform/ai-usage,versioned,v1,open-platform,/api/open-platform/ai-usage,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/ai-usage/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/assets/route.ts,/api/v1/open-platform/homepage-brand/assets,versioned,v1,open-platform,/api/open-platform/homepage-brand/assets,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/assets/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/draft/route.ts,/api/v1/open-platform/homepage-brand/draft,versioned,v1,open-platform,/api/open-platform/homepage-brand/draft,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/draft/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/publish/route.ts,/api/v1/open-platform/homepage-brand/publish,versioned,v1,open-platform,/api/open-platform/homepage-brand/publish,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/publish/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/rollback/route.ts,/api/v1/open-platform/homepage-brand/rollback,versioned,v1,open-platform,/api/open-platform/homepage-brand/rollback,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/rollback/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/route.ts,/api/v1/open-platform/homepage-brand,versioned,v1,open-platform,/api/open-platform/homepage-brand,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/homepage-brand/versions/route.ts,/api/v1/open-platform/homepage-brand/versions,versioned,v1,open-platform,/api/open-platform/homepage-brand/versions,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/homepage-brand/versions/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/capabilities/route.ts,/api/v1/open-platform/knowledge-management/capabilities,versioned,v1,open-platform,/api/open-platform/knowledge-management/capabilities,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/capabilities/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/directories/[directoryId]/route.ts,/api/v1/open-platform/knowledge-management/directories/[directoryId],versioned,v1,open-platform,/api/open-platform/knowledge-management/directories/[directoryId],present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/directories/[directoryId]/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/directories/reorder/route.ts,/api/v1/open-platform/knowledge-management/directories/reorder,versioned,v1,open-platform,/api/open-platform/knowledge-management/directories/reorder,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/directories/reorder/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/directories/route.ts,/api/v1/open-platform/knowledge-management/directories,versioned,v1,open-platform,/api/open-platform/knowledge-management/directories,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/directories/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/embeddings/route.ts,/api/v1/open-platform/knowledge-management/embeddings,versioned,v1,open-platform,/api/open-platform/knowledge-management/embeddings,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/embeddings/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/files/route.ts,/api/v1/open-platform/knowledge-management/files,versioned,v1,open-platform,/api/open-platform/knowledge-management/files,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/files/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download,versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId],versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId],present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files,versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/files,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/visibility/route.ts,/api/v1/open-platform/knowledge-management/items/[knowledgeId]/visibility,versioned,v1,open-platform,/api/open-platform/knowledge-management/items/[knowledgeId]/visibility,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/visibility/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/items/route.ts,/api/v1/open-platform/knowledge-management/items,versioned,v1,open-platform,/api/open-platform/knowledge-management/items,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/items/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/qa/audits/route.ts,/api/v1/open-platform/knowledge-management/qa/audits,versioned,v1,open-platform,/api/open-platform/knowledge-management/qa/audits,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/qa/audits/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/qa/route.ts,/api/v1/open-platform/knowledge-management/qa,versioned,v1,open-platform,/api/open-platform/knowledge-management/qa,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/qa/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/route.ts,/api/v1/open-platform/knowledge-management,versioned,v1,open-platform,/api/open-platform/knowledge-management,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/search/route.ts,/api/v1/open-platform/knowledge-management/search,versioned,v1,open-platform,/api/open-platform/knowledge-management/search,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/search/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/knowledge-management/vector-search/route.ts,/api/v1/open-platform/knowledge-management/vector-search,versioned,v1,open-platform,/api/open-platform/knowledge-management/vector-search,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/knowledge-management/vector-search/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/package-ai-quota/route.ts,/api/v1/open-platform/package-ai-quota,versioned,v1,open-platform,/api/open-platform/package-ai-quota,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/package-ai-quota/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/plan-catalog/[planId]/versions/route.ts,/api/v1/open-platform/plan-catalog/[planId]/versions,versioned,v1,open-platform,/api/open-platform/plan-catalog/[planId]/versions,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/plan-catalog/[planId]/versions/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/plan-catalog/route.ts,/api/v1/open-platform/plan-catalog,versioned,v1,open-platform,/api/open-platform/plan-catalog,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/plan-catalog/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/publish/route.ts,/api/v1/open-platform/plan-catalog/versions/[versionId]/publish,versioned,v1,open-platform,/api/open-platform/plan-catalog/versions/[versionId]/publish,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/publish/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/retire/route.ts,/api/v1/open-platform/plan-catalog/versions/[versionId]/retire,versioned,v1,open-platform,/api/open-platform/plan-catalog/versions/[versionId]/retire,present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/retire/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/route.ts,/api/v1/open-platform/plan-catalog/versions/[versionId],versioned,v1,open-platform,/api/open-platform/plan-catalog/versions/[versionId],present,api-route,KEEP_REVIEW,src/app/api/v1/open-platform/plan-catalog/versions/[versionId]/route.ts,low,review,yes,pending,API_VERSION_REVIEW,版本化 route.ts 未纳入第十一阶段候选,no,no,approve_action_only,yes,recommended_action=API_VERSION_REVIEW,current_category；recommended_target；risk；phase；manual_review_required；status；notes,当前仍为 pending KEEP_REVIEW，可仅调整治理动作，不改变风险、阶段、状态、目标路径或人工审核要求
