candidate_id,current_path,candidate_kind,governance_signal,primary_recommended_action,primary_status,marker_key,marker_value,marker_authority,marker_status,route_presence,route_url,family_key,version_class,http_methods,caller_evidence_types,compatibility_strategy,migration_now,source_evidence
primary::src/app/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout/route.ts,src/app/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout,/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout,unversioned,GET；POST,external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts,src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,unversioned,GET；POST,external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-message-drafts/route.ts,src/app/api/institution/followup-message-drafts/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-message-drafts,/api/institution/followup-message-drafts,unversioned,GET；POST,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-message-templates/route.ts,src/app/api/institution/followup-message-templates/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-message-templates,/api/institution/followup-message-templates,unversioned,GET,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-operations/dashboard/route.ts,src/app/api/institution/followup-operations/dashboard/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-operations/dashboard,/api/institution/followup-operations/dashboard,unversioned,GET,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts,src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-paths/enrollments/[enrollmentId]/cancel,/api/institution/followup-paths/enrollments/[enrollmentId]/cancel,unversioned,POST,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-paths/enrollments/[enrollmentId]/route.ts,src/app/api/institution/followup-paths/enrollments/[enrollmentId]/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-paths/enrollments/[enrollmentId],/api/institution/followup-paths/enrollments/[enrollmentId],unversioned,GET,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-paths/enrollments/route.ts,src/app/api/institution/followup-paths/enrollments/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-paths/enrollments,/api/institution/followup-paths/enrollments,unversioned,GET；POST,documentation；external_unknown_possible；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followup-paths/templates/route.ts,src/app/api/institution/followup-paths/templates/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followup-paths/templates,/api/institution/followup-paths/templates,unversioned,GET,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/followups/route.ts,src/app/api/institution/followups/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/followups,/api/institution/followups,unversioned,GET；PATCH；POST,documentation；external_unknown_possible；page_or_component；runtime_code；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/credentials/clear,/api/institution/his-connections/[connectionId]/credentials/clear,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/credentials/credential-route.ts,src/app/api/institution/his-connections/[connectionId]/credentials/credential-route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,no_non_route_support,,,non_route_support,,external_unknown_possible,BLOCK_MANUAL_DECISION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-11-api-version-route-inventory.csv
primary::src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/credentials/revoke,/api/institution/his-connections/[connectionId]/credentials/revoke,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/credentials/rotate,/api/institution/his-connections/[connectionId]/credentials/rotate,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/credentials,/api/institution/his-connections/[connectionId]/credentials,unversioned,PATCH；POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/pause/route.ts,src/app/api/institution/his-connections/[connectionId]/pause/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/pause,/api/institution/his-connections/[connectionId]/pause,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/resume/route.ts,src/app/api/institution/his-connections/[connectionId]/resume/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/resume,/api/institution/his-connections/[connectionId]/resume,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/revoke,/api/institution/his-connections/[connectionId]/revoke,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/route.ts,src/app/api/institution/his-connections/[connectionId]/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId],/api/institution/his-connections/[connectionId],unversioned,DELETE；GET；PATCH,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections/[connectionId]/test-connection,/api/institution/his-connections/[connectionId]/test-connection,unversioned,POST,documentation；external_unknown_possible；test,REQUIRE_COMPATIBILITY_ENTRY,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/his-connections/route.ts,src/app/api/institution/his-connections/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/his-connections,/api/institution/his-connections,unversioned,GET；POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/ai-call/route.ts,src/app/api/institution/knowledge-management/ai-call/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/ai-call,/api/institution/knowledge-management/ai-call,unversioned,POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/ai-call/usage/route.ts,src/app/api/institution/knowledge-management/ai-call/usage/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/ai-call/usage,/api/institution/knowledge-management/ai-call/usage,unversioned,GET,external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/answer/route.ts,src/app/api/institution/knowledge-management/answer/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/answer,/api/institution/knowledge-management/answer,unversioned,POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel,/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel,unversioned,POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/route.ts,src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/indexing-jobs/[jobId],/api/institution/knowledge-management/indexing-jobs/[jobId],unversioned,GET,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/indexing-jobs/route.ts,src/app/api/institution/knowledge-management/indexing-jobs/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/indexing-jobs,/api/institution/knowledge-management/indexing-jobs,unversioned,GET；POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download,unversioned,GET,external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings,unversioned,POST,external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,unversioned,GET,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
primary::src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,primary_action,API_VERSION_REVIEW,API_VERSION_REVIEW,pending,,,,,yes,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,unversioned,GET；POST,documentation；external_unknown_possible；page_or_component；test,REQUIRE_CLIENT_MIGRATION,no,docs/refactor/file-migration-matrix.csv|docs/refactor/phase-12-full-api-route-inventory.csv|docs/refactor/phase-12-full-api-family-summary.csv
