path,category,group,execution_boundary,reference_scope,reference_file_count,runtime_reachable,risk,move_now,manual_review_required,recommended_action,recommendation,reference_files
src/app/api/v1/knowledge-base/demo-readonly/route.ts,运行时 Demo 或 Mock API,D-运行时 Demo 边界,API 路由,文档、测试,5,yes,high,no,yes,AUDIT_KEEP_RUNTIME_API_BOUNDARY,属于运行时路由，禁止按文件名直接搬入测试目录。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-06-duplicate-basenames.md；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiRoute.test.ts
src/modules/auth/components/DemoSessionGate.tsx,运行时 Demo 实现,D-运行时 Demo 边界,模块运行时,文档、运行时 API,16,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_DEMO_BOUNDARY,保持当前模块边界，禁止本阶段移动。,docs/devlog/2026-05-29.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-05-29-app-foundation.md；docs/superpowers/plans/2026-05-30-phase5-institution-business-real-api.md；docs/superpowers/plans/2026-07-17-institution-conversations-technical-plan.md；docs/superpowers/plans/2026-07-17-institution-customer-center-technical-plan.md；docs/superpowers/plans/2026-07-17-institution-knowledge-technical-plan.md；docs/superpowers/plans/2026-07-17-institution-seven-stream-development-plan.md；docs/superpowers/plans/2026-07-17-institution-workbench-technical-plan.md；docs/superpowers/specs/2026-05-29-institution-business-shell-design.md；……另有 4 个文件
src/modules/auth/server/demo-session.ts,运行时 Demo 认证,D-运行时 Demo 边界,认证服务,文档、测试、运行时 API、运行时源码,36,yes,high,no,yes,AUDIT_KEEP_RUNTIME_AUTH_BOUNDARY,属于认证运行时边界，需单独安全设计。,docs/devlog/2026-05-29.md；docs/operations/codex-autonomous-workflow.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-05-29-app-foundation.md；docs/superpowers/plans/2026-05-30-phase5-institution-business-real-api.md；docs/superpowers/plans/2026-05-30-tenant-rbac-phase1-handoff.md；docs/superpowers/plans/2026-05-30-tenant-rbac-phase1.md；docs/superpowers/plans/2026-06-21-conflict-branch-cleanup.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/plans/2026-06-25-tenant-formal-account-loop-plan.md；……另有 24 个文件
src/modules/auth/tests/DemoAuthRoutes.test.ts,测试文件,B-测试归属,测试,文档,9,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/devlog/2026-05-29.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-05-29-app-foundation.md；docs/superpowers/plans/2026-05-30-tenant-rbac-phase1-handoff.md；docs/superpowers/plans/2026-05-30-tenant-rbac-phase1.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/plans/2026-06-25-tenant-formal-account-loop-plan.md
src/modules/institution/domain/wecom-customer-contact-readonly-proof-mock.ts,运行时 Mock 实现,D-运行时 Demo 边界,模块运行时,文档、测试,7,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_MOCK_BOUNDARY,保持当前模块边界，后续按调用方拆批。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-04-directory-sizes.csv；docs/refactor/snapshots/2026-07-25-06-duplicate-basenames.md；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/modules/institution/tests/WeComCustomerContactReadonlyProofMockApiRoute.test.ts；src/modules/institution/tests/WeComCustomerContactReadonlyProofMockDomain.test.ts
src/modules/institution/domain/wecom-reachout-mock.ts,运行时 Mock 实现,D-运行时 Demo 边界,模块运行时,文档、测试、运行时源码,10,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_MOCK_BOUNDARY,保持当前模块边界，后续按调用方拆批。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/modules/institution/components/SmartFollowUpShell.tsx；src/modules/institution/domain/followup-message-deliveries.ts；src/modules/institution/domain/followup-operations-dashboard.ts；src/modules/institution/server/followup-customer-timeline-service.ts；src/modules/institution/server/tenant-business-repository.ts；src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/InstitutionBusinessShells.test.tsx
src/modules/institution/server/wecom-customer-broadcast-task-mock-provider.ts,运行时 Mock 实现,D-运行时 Demo 边界,模块运行时,文档、测试,5,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_MOCK_BOUNDARY,保持当前模块边界，后续按调用方拆批。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/modules/institution/tests/WeComCustomerBroadcastTaskProvider.test.ts；src/modules/institution/tests/WeComRealSendExecutionShellService.test.ts
src/modules/institution/server/wecom-customer-mapping-review-action-mock-runtime.ts,运行时 Mock 实现,D-运行时 Demo 边界,模块运行时,文档、测试、运行时 API、运行时源码,9,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_MOCK_BOUNDARY,保持当前模块边界，后续按调用方拆批。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/app/api/institution/wecom/customer-mapping-candidates/handler.ts；src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/handler.ts；src/modules/institution/server/wecom-customer-mapping-candidates-reader.ts；src/modules/institution/server/wecom-customer-mapping-review-action-default-runtime.ts；src/modules/institution/tests/WeComCustomerMappingCandidatesApiRoute.test.ts；src/modules/institution/tests/WeComCustomerMappingReviewActionsApiRoute.test.ts
src/modules/institution/tests/WeComCustomerContactReadonlyProofMockApiRoute.test.ts,测试文件,B-测试归属,测试,文档,3,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/institution/tests/WeComCustomerContactReadonlyProofMockDomain.test.ts,测试文件,B-测试归属,测试,文档,3,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/knowledge-base/domain/v1-knowledge-base-demo-readonly-api-contract.ts,运行时 Demo 实现,D-运行时 Demo 边界,模块运行时,文档、测试、运行时 API、运行时源码,8,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_DEMO_BOUNDARY,保持当前模块边界，禁止本阶段移动。,docs/product/plans/v1-knowledge-base-demo-readonly-ui-plan-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/app/api/v1/knowledge-base/demo-readonly/route.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiContract.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiRoute.test.ts；src/modules/workspace/components/InstitutionWorkspace.tsx
src/modules/knowledge-base/domain/v1-knowledge-base-demo-readonly-facade.ts,运行时 Demo 实现,D-运行时 Demo 边界,模块运行时,文档、测试、运行时 API、运行时源码,7,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_DEMO_BOUNDARY,保持当前模块边界，禁止本阶段移动。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/app/api/v1/knowledge-base/demo-readonly/route.ts；src/modules/knowledge-base/domain/v1-knowledge-base-demo-readonly-api-contract.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiContract.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyFacade.test.ts
src/modules/knowledge-base/domain/v1-knowledge-base-demo-source-contract.ts,运行时 Demo 实现,D-运行时 Demo 边界,模块运行时,文档、测试、运行时源码,5,yes,medium,no,yes,AUDIT_KEEP_RUNTIME_DEMO_BOUNDARY,保持当前模块边界，禁止本阶段移动。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；src/modules/knowledge-base/domain/v1-knowledge-base-demo-readonly-facade.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseDemoSourceContract.test.ts
src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiContract.test.ts,测试文件,B-测试归属,测试,文档,6,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md；docs/product/plans/2026-06-12-v1-workspace-kb-dashboard-integration-preflight-01.md；docs/product/reviews/2026-06-12-v1-readonly-demo-release-candidate-review-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyApiRoute.test.ts,测试文件,B-测试归属,测试,文档,5,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md；docs/product/reviews/2026-06-12-v1-readonly-demo-release-candidate-review-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/knowledge-base/tests/V1KnowledgeBaseDemoReadonlyFacade.test.ts,测试文件,B-测试归属,测试,文档,6,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md；docs/product/plans/2026-06-12-v1-workspace-kb-dashboard-integration-preflight-01.md；docs/product/reviews/2026-06-12-v1-readonly-demo-release-candidate-review-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/knowledge-base/tests/V1KnowledgeBaseDemoSourceContract.test.ts,测试文件,B-测试归属,测试,文档,4,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/product/plans/2026-06-12-v1-workspace-kb-dashboard-integration-preflight-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/modules/open-platform/mock/platformAiModelConfig.ts,模块内 Mock 数据,C-模块 Mock,模块 Mock,文档、测试、运行时 API、运行时源码,32,yes,medium,no,yes,AUDIT_KEEP_MODULE_MOCK_BOUNDARY,保持模块内位置，先区分运行时与测试调用。,docs/product/plans/v06-ai-credits-metering-plan-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/specs/2026-06-22-demo-mock-runtime-data-cleanup-design.md；docs/verification/ai-model-config-claude-feedback-remediation-2026-06-20.md；docs/verification/ai-model-config-claude-remediation-review-2026-06-20.md；docs/verification/ai-model-config-claude-review-2026-06-20.md；docs/verification/ai-model-config-claude-terminal-acceptance-2026-06-20.md；docs/verification/ai-model-config-draft-pr-package-2026-06-20.md；docs/verification/ai-model-config-e2e-verification-2026-06-19.md；docs/verification/ai-model-config-functional-audit-2026-06-20.md；……另有 20 个文件
src/modules/open-platform/mock/platformAiModelRegistry.ts,模块内 Mock 数据,C-模块 Mock,模块 Mock,文档、测试、运行时源码,9,yes,medium,no,yes,AUDIT_KEEP_MODULE_MOCK_BOUNDARY,保持模块内位置，先区分运行时与测试调用。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/specs/2026-06-22-demo-mock-runtime-data-cleanup-design.md；src/modules/open-platform/mock/platformAiReadonly.ts；src/modules/open-platform/server/platformAiModelRegistryContract.ts；src/modules/open-platform/server/platformAiReadonlyApiContract.ts；src/modules/open-platform/tests/OpenPlatformAiModelRegistryContract.test.ts
src/modules/open-platform/mock/platformAiReadonly.ts,模块内 Mock 数据,C-模块 Mock,模块 Mock,文档、测试、运行时 API、运行时源码,10,yes,medium,no,yes,AUDIT_KEEP_MODULE_MOCK_BOUNDARY,保持模块内位置，先区分运行时与测试调用。,docs/devlog/2026-06-19.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/specs/2026-06-22-demo-mock-runtime-data-cleanup-design.md；src/app/api/v1/open-platform/ai-readonly/route.ts；src/modules/open-platform/lib/platformAiReadonlyViewLoader.ts；src/modules/open-platform/server/platformAiReadonlyApiContract.ts；src/modules/open-platform/tests/OpenPlatformAiReadonlyContract.test.ts
src/modules/open-platform/mock/platformAiUsageCost.ts,模块内 Mock 数据,C-模块 Mock,模块 Mock,文档、测试、运行时源码,11,yes,medium,no,yes,AUDIT_KEEP_MODULE_MOCK_BOUNDARY,保持模块内位置，先区分运行时与测试调用。,docs/devlog/2026-06-19.md；docs/product/plans/v06-ai-credits-metering-plan-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/specs/2026-06-22-demo-mock-runtime-data-cleanup-design.md；src/modules/open-platform/mock/platformAiReadonly.ts；src/modules/open-platform/server/platformAiReadonlyApiContract.ts；src/modules/open-platform/server/platformAiUsageCostContract.ts；src/modules/open-platform/tests/OpenPlatformAiUsageCostContract.test.ts
src/modules/open-platform/mock/platformKnowledge.ts,模块内 Mock 数据,C-模块 Mock,模块 Mock,文档、测试、运行时 API、运行时源码,45,yes,medium,no,yes,AUDIT_KEEP_MODULE_MOCK_BOUNDARY,保持模块内位置，先区分运行时与测试调用。,docs/product/plans/2026-07-03-open-platform-knowledge-management-card-reference-alignment-03.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md；docs/superpowers/specs/2026-06-22-demo-mock-runtime-data-cleanup-design.md；docs/verification/knowledge-management-functional-audit-2026-06-20.md；docs/verification/knowledge-management-pr3-pr6-verification-2026-06-20.md；docs/verification/open-platform-ai-model-and-knowledge-management-final-review-2026-06-20.md；src/app/api/v1/open-platform/knowledge-management/capabilities/route.ts；src/app/api/v1/open-platform/knowledge-management/directories/[directoryId]/route.ts；src/app/api/v1/open-platform/knowledge-management/directories/reorder/route.ts；……另有 33 个文件
src/modules/open-platform/tests/PlatformKnowledgeMockContract.test.ts,测试文件,B-测试归属,测试,文档,4,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md；docs/superpowers/plans/2026-06-22-demo-mock-runtime-data-cleanup-implementation-plan.md
src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx,测试文件,B-测试归属,测试,文档,5,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/product/handoffs/2026-06-12-v1-readonly-demo-internal-handoff-01.md；docs/product/reviews/2026-06-12-v1-readonly-demo-release-candidate-review-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/refactor/snapshots/2026-07-25-12-development-area-index.md
src/server/db/seed-demo-data.ts,数据库 Seed 入口,F-受保护 Seed,数据库入口,其他、文档、测试,23,yes,high,no,yes,AUDIT_KEEP_GUARDED_DB_ENTRY,保持数据库边界，后续只能单独审核。,docs/product/contracts/v1-field-whitelist-contract-01.md；docs/product/copy/v1-dashboard-empty-state-copy-01.md；docs/product/reviews/prod-gap-review-01.md；docs/product/test-plans/v1-opportunity-test-plan-01.md；docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；docs/superpowers/plans/2026-05-30-phase5-institution-business-real-api.md；docs/superpowers/plans/2026-05-30-tenant-persistence-phase3.md；docs/superpowers/plans/2026-05-30-tenant-persistence-phase4-writes.md；docs/superpowers/plans/2026-05-31-phase12-treatment-summary-v1.md；docs/superpowers/plans/2026-05-31-phase9-platform-tenant-management-v1.md；docs/superpowers/plans/2026-06-02-demo-seed-data-v1.md；……另有 11 个文件
src/server/db/seed-guard.ts,Seed 安全守卫,F-受保护 Seed,数据库安全边界,文档、测试、运行时源码,4,yes,high,no,yes,AUDIT_KEEP_SECURITY_GUARD,保持原位，禁止与普通 Demo 文件混合移动。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md；src/server/db/seed-demo-data.ts；src/server/db/tests/SeedGuard.test.ts
src/server/db/tests/SeedGuard.test.ts,测试文件,B-测试归属,测试,文档,2,no,low,no,no,AUDIT_KEEP_WITH_MODULE_TESTS,继续随所属模块保留，后续只统一测试命名。,docs/refactor/snapshots/2026-07-25-02-file-inventory.csv；docs/refactor/snapshots/2026-07-25-11-files-by-category.md
